01/03/2009,1
01/09/2009,14
01/10/2009,61
01/11/2009,93
01/12/2009,101
01/13/2009,123
01/14/2009,130
01/15/2009,134
01/16/2009,110
01/17/2009,109
01/18/2009,108
01/19/2009,117
01/20/2009,115
01/21/2009,103
01/22/2009,92
01/23/2009,86
01/24/2009,202
01/25/2009,192
01/26/2009,97
01/27/2009,98
01/28/2009,112
01/29/2009,122
01/30/2009,117
01/31/2009,139
02/01/2009,114
02/02/2009,129
02/03/2009,155
02/04/2009,119
02/05/2009,126
02/06/2009,122
02/07/2009,133
02/08/2009,133
02/09/2009,135
02/10/2009,120
02/11/2009,135
02/12/2009,119
02/13/2009,124
02/14/2009,136
02/15/2009,131
02/16/2009,123
02/17/2009,117
02/18/2009,118
02/19/2009,125
02/20/2009,122
02/21/2009,114
02/22/2009,125
02/23/2009,108
02/24/2009,106
02/25/2009,105
02/26/2009,107
02/27/2009,116
02/28/2009,100
03/01/2009,105
03/02/2009,108
03/03/2009,107
03/04/2009,106
03/05/2009,113
03/06/2009,117
03/07/2009,109
03/08/2009,118
03/09/2009,108
03/10/2009,107
03/11/2009,114
03/12/2009,119
03/13/2009,114
03/14/2009,110
03/15/2009,123
03/16/2009,122
03/17/2009,114
03/18/2009,116
03/19/2009,122
03/20/2009,119
03/21/2009,50
03/22/2009,121
03/23/2009,130
03/24/2009,105
03/25/2009,117
03/26/2009,118
03/27/2009,106
03/28/2009,122
03/29/2009,116
03/30/2009,120
03/31/2009,111
04/01/2009,114
04/02/2009,115
04/03/2009,116
04/04/2009,113
04/05/2009,132
04/06/2009,109
04/07/2009,100
04/08/2009,105
04/09/2009,99
04/10/2009,108
04/11/2009,121
04/12/2009,120
04/13/2009,116
04/14/2009,124
04/15/2009,113
04/16/2009,123
04/17/2009,112
04/18/2009,130
04/19/2009,120
04/20/2009,121
04/21/2009,124
04/22/2009,121
04/23/2009,75
04/24/2009,115
04/25/2009,118
04/26/2009,114
04/27/2009,104
04/28/2009,117
04/29/2009,129
04/30/2009,131
05/01/2009,121
05/02/2009,128
05/03/2009,109
05/04/2009,129
05/05/2009,136
05/06/2009,135
05/07/2009,122
05/08/2009,107
05/09/2009,78
05/10/2009,85
05/11/2009,121
05/12/2009,130
05/13/2009,116
05/14/2009,142
05/15/2009,137
05/16/2009,119
05/17/2009,127
05/18/2009,118
05/19/2009,86
05/20/2009,120
05/21/2009,82
05/22/2009,61
05/23/2009,32
05/24/2009,100
05/25/2009,109
05/26/2009,125
05/27/2009,119
05/28/2009,95
05/29/2009,107
05/30/2009,109
05/31/2009,96
06/01/2009,72
06/02/2009,111
06/03/2009,71
06/04/2009,66
06/05/2009,30
06/06/2009,28
06/07/2009,16
06/08/2009,82
06/09/2009,91
06/10/2009,82
06/11/2009,89
06/12/2009,86
06/13/2009,78
06/14/2009,72
06/15/2009,84
06/16/2009,71
06/17/2009,79
06/18/2009,80
06/19/2009,87
06/20/2009,78
06/21/2009,81
06/22/2009,77
06/23/2009,76
06/24/2009,97
06/25/2009,69
06/26/2009,90
06/27/2009,84
06/28/2009,47
06/29/2009,84
06/30/2009,86
07/01/2009,75
07/02/2009,84
07/03/2009,82
07/04/2009,89
07/05/2009,79
07/06/2009,84
07/07/2009,69
07/08/2009,74
07/09/2009,86
07/10/2009,81
07/11/2009,83
07/12/2009,77
07/13/2009,78
07/14/2009,69
07/15/2009,45
07/16/2009,71
07/17/2009,47
07/18/2009,4
07/19/2009,70
07/20/2009,71
07/21/2009,82
07/22/2009,60
07/23/2009,76
07/24/2009,73
07/25/2009,32
07/26/2009,21
07/27/2009,74
07/28/2009,41
07/29/2009,20
07/30/2009,16
07/31/2009,17
08/01/2009,28
08/02/2009,23
08/03/2009,12
08/04/2009,81
08/05/2009,87
08/06/2009,90
08/07/2009,81
08/08/2009,80
08/09/2009,101
08/10/2009,75
08/11/2009,70
08/12/2009,63
08/13/2009,85
08/14/2009,63
08/15/2009,26
08/16/2009,19
08/17/2009,17
08/18/2009,10
08/19/2009,18
08/20/2009,22
08/21/2009,14
08/22/2009,7
08/23/2009,15
08/24/2009,15
08/25/2009,50
08/26/2009,51
08/27/2009,29
08/28/2009,75
08/29/2009,78
08/30/2009,98
08/31/2009,87
09/01/2009,78
09/02/2009,66
09/03/2009,62
09/04/2009,64
09/05/2009,76
09/06/2009,68
09/07/2009,79
09/08/2009,69
09/09/2009,54
09/10/2009,67
09/11/2009,67
09/12/2009,69
09/13/2009,75
09/14/2009,74
09/15/2009,44
09/16/2009,73
09/17/2009,85
09/18/2009,78
09/19/2009,74
09/20/2009,78
09/21/2009,70
09/22/2009,26
09/23/2009,36
09/24/2009,97
09/25/2009,93
09/26/2009,100
09/27/2009,88
09/28/2009,85
09/29/2009,90
09/30/2009,85
10/01/2009,82
10/02/2009,73
10/03/2009,58
10/04/2009,53
10/05/2009,55
10/06/2009,45
10/07/2009,60
10/08/2009,70
10/09/2009,79
10/10/2009,77
10/11/2009,74
10/12/2009,59
10/13/2009,57
10/14/2009,69
10/15/2009,71
10/16/2009,61
10/17/2009,57
10/18/2009,75
10/19/2009,112
10/20/2009,96
10/21/2009,81
10/22/2009,91
10/23/2009,89
10/24/2009,63
10/25/2009,76
10/26/2009,71
10/27/2009,65
10/28/2009,66
10/29/2009,48
10/30/2009,60
10/31/2009,46
11/01/2009,25
11/02/2009,33
11/03/2009,62
11/04/2009,64
